shot_id,x,y,team_id,made,description,meta,flag2
2839649209,21.0,31.0,536,False,2nd 19:19:00 : missed by Always Wright(UTRGV) 31-42,period_2 player_787287579 team_536,False
2839649211,70.0,28.0,301,False,2nd 18:56:00 : missed by Keaton Wagler(Illinois) 31-42,period_2 player_787287558 team_301,False
2839649215,68.0,62.0,301,False,2nd 18:51:00 : missed by Andrej Stojakovic(Illinois) 31-42,period_2 player_787287546 team_301,False
2839649217,29.0,70.0,536,True,2nd 18:36:00 : made by Kye Dickson(UTRGV) 34-42,period_2 player_787287571 team_536,False
2839649219,69.0,35.0,301,False,2nd 18:22:00 : missed by Tomislav Ivisic(Illinois) 34-42,period_2 player_787287552 team_301,False
2839649221,4.0,26.0,536,True,2nd 18:05:00 : made by Always Wright(UTRGV) 36-42,period_2 player_787287579 team_536,False
2839649222,93.0,55.0,301,True,2nd 17:49:00 : made by Andrej Stojakovic(Illinois) 36-44,period_2 player_787287546 team_301,False
2839649223,8.0,52.0,536,True,2nd 17:40:00 : made by Koree Cotton(UTRGV) 38-44,period_2 player_787287568 team_536,False
2839649228,93.0,54.0,301,True,2nd 17:27:00 : made by David Mirkovic(Illinois) 38-46,period_2 player_787287553 team_301,False
2839649232,11.0,49.0,536,False,2nd 17:03:00 : missed by Filip Brankovic(UTRGV) 38-47,period_2 player_787287574 team_536,False
2839649234,12.0,43.0,536,False,2nd 16:58:00 : missed by Filip Brankovic(UTRGV) 38-47,period_2 player_787287574 team_536,False
2839649236,89.0,42.0,301,True,2nd 16:44:00 : made by David Mirkovic(Illinois) 38-49,period_2 player_787287553 team_301,False
2839649245,17.0,94.0,536,True,2nd 16:20:00 : made by Always Wright(UTRGV) 41-50,period_2 player_787287579 team_536,False
2839649246,94.0,44.0,301,True,2nd 15:57:00 : made by Mihailo Petrovic(Illinois) 41-52,period_2 player_787287556 team_301,False
2839649247,18.0,36.0,536,False,2nd 15:49:00 : missed by Zae Blake(UTRGV) 41-52,period_2 player_787287564 team_536,False
